insight_id,category,kol_tier,kol_is_investigator,region,novelty_score,n_corroborating_notes,days_since_captured,sentiment,has_compliance_flag,insight_char_length,aligned_to_strategic_priority,selected_for_review
HIST-00808,SAFETY_TOLERABILITY,3,0,EMEA,0.113,1,340,0,0,218,0,0
HIST-00809,DOSING_ADMINISTRATION,3,0,EMEA,0.127,1,201,0,0,277,1,0
HIST-00810,EFFICACY_REAL_WORLD,2,0,US-Central,0.271,3,381,0,0,137,1,0
HIST-00811,SAFETY_TOLERABILITY,2,0,EMEA,0.182,0,56,0,0,275,0,0
HIST-00812,UNMET_NEED,3,0,APAC,0.178,9,144,0,0,187,0,0
HIST-00813,PATIENT_SELECTION_POSITIONING,1,0,EMEA,0.36,11,103,-1,1,267,1,1
HIST-00814,GUIDELINES_PRACTICE_PATTERNS,3,0,APAC,0.452,6,297,-1,0,190,0,0
HIST-00815,GUIDELINES_PRACTICE_PATTERNS,3,0,EMEA,0.3,1,223,0,0,219,1,0
HIST-00816,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.314,4,166,0,0,273,1,1
HIST-00817,DIAGNOSTIC_MONITORING,3,0,US-West,0.356,4,64,1,0,297,1,1
HIST-00818,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.049,0,304,1,0,270,0,0
HIST-00819,EFFICACY_REAL_WORLD,3,0,APAC,0.597,2,271,1,0,174,1,0
HIST-00820,DIAGNOSTIC_MONITORING,2,0,US-Central,0.535,9,43,0,0,68,0,0
HIST-00821,DIAGNOSTIC_MONITORING,3,0,US-East,0.184,0,183,0,0,201,0,0
HIST-00822,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.292,3,274,-1,0,317,1,0
HIST-00823,DOSING_ADMINISTRATION,2,0,US-Central,0.337,3,143,-1,0,277,0,0
HIST-00824,ACCESS_REIMBURSEMENT,1,0,US-East,0.326,7,64,-1,0,250,1,1
HIST-00825,COMPETITIVE_LANDSCAPE,3,0,APAC,0.296,4,111,1,0,276,0,0
HIST-00826,ACCESS_REIMBURSEMENT,2,0,US-East,0.167,9,249,0,0,266,1,0
HIST-00827,EFFICACY_REAL_WORLD,1,0,APAC,0.67,3,373,0,0,257,0,0
HIST-00828,EFFICACY_REAL_WORLD,2,0,APAC,0.059,2,26,0,0,194,0,0
HIST-00829,SAFETY_TOLERABILITY,2,0,EMEA,0.227,4,290,1,0,189,1,0
HIST-00830,DATA_GAP_EVIDENCE_NEED,1,1,US-West,0.225,2,131,0,0,266,0,0
HIST-00831,GUIDELINES_PRACTICE_PATTERNS,1,1,APAC,0.147,1,198,0,0,338,0,0
HIST-00832,UNMET_NEED,2,0,US-Central,0.364,4,255,0,0,210,0,0
HIST-00833,UNMET_NEED,1,1,APAC,0.191,2,47,0,0,140,1,0
HIST-00834,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.493,2,289,0,0,213,0,0
HIST-00835,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.147,9,97,0,0,139,1,1
HIST-00836,DOSING_ADMINISTRATION,2,0,US-West,0.396,5,57,-1,0,222,1,0
HIST-00837,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.663,1,161,-1,0,221,1,1
HIST-00838,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.307,4,345,0,0,94,1,0
HIST-00839,DATA_GAP_EVIDENCE_NEED,3,0,US-Central,0.478,1,79,-1,0,200,0,1
HIST-00840,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.334,3,20,0,0,152,0,0
HIST-00841,DOSING_ADMINISTRATION,2,0,US-West,0.404,1,390,0,0,187,0,0
HIST-00842,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.278,2,211,0,0,227,0,0
HIST-00843,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-West,0.224,5,339,-1,0,175,1,0
HIST-00844,EFFICACY_REAL_WORLD,1,1,APAC,0.37,1,80,-1,0,168,0,1
HIST-00845,EFFICACY_REAL_WORLD,1,1,US-West,0.09,6,168,1,0,227,0,0
HIST-00846,GUIDELINES_PRACTICE_PATTERNS,3,0,US-West,0.105,4,171,1,0,225,0,0
HIST-00847,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.309,3,129,1,0,234,1,0
HIST-00848,SAFETY_TOLERABILITY,3,0,US-East,0.42,8,288,0,0,193,0,0
HIST-00849,SAFETY_TOLERABILITY,2,0,US-Central,0.46,1,141,0,1,135,0,0
HIST-00850,SAFETY_TOLERABILITY,2,0,APAC,0.508,0,352,1,0,147,0,0
HIST-00851,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.165,6,78,-1,0,290,1,1
HIST-00852,EFFICACY_REAL_WORLD,1,1,US-West,0.221,6,237,0,0,238,1,0
HIST-00853,SAFETY_TOLERABILITY,2,0,US-Central,0.535,7,120,-1,0,199,0,0
HIST-00854,COMPETITIVE_LANDSCAPE,2,0,APAC,0.084,0,335,0,0,120,0,0
HIST-00855,CLINICAL_TRIAL_EXPERIENCE,3,0,US-West,0.409,3,389,1,0,222,1,0
HIST-00856,DIAGNOSTIC_MONITORING,3,0,US-East,0.128,3,171,0,0,75,0,0
HIST-00857,CLINICAL_TRIAL_EXPERIENCE,2,1,US-West,0.19,0,13,0,0,196,0,0
HIST-00858,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.426,7,32,-1,0,176,0,1
HIST-00859,ACCESS_REIMBURSEMENT,2,0,EMEA,0.321,0,115,0,0,103,0,0
HIST-00860,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.303,3,17,0,0,226,1,1
HIST-00861,ACCESS_REIMBURSEMENT,3,0,US-East,0.549,4,387,-1,0,157,1,0
HIST-00862,SAFETY_TOLERABILITY,1,1,EMEA,0.224,6,107,-1,0,221,0,0
HIST-00863,COMPETITIVE_LANDSCAPE,3,0,US-West,0.296,0,90,0,0,199,1,0
HIST-00864,PATIENT_SELECTION_POSITIONING,1,0,US-Central,0.344,2,158,0,0,326,0,0
HIST-00865,SAFETY_TOLERABILITY,2,1,EMEA,0.361,7,68,1,0,198,0,0
HIST-00866,GUIDELINES_PRACTICE_PATTERNS,1,1,APAC,0.185,8,387,0,0,104,1,0
HIST-00867,DIAGNOSTIC_MONITORING,1,0,US-Central,0.551,4,234,0,0,308,1,1
HIST-00868,EFFICACY_REAL_WORLD,2,0,US-West,0.244,2,160,0,0,134,1,0
HIST-00869,GUIDELINES_PRACTICE_PATTERNS,1,1,APAC,0.12,2,379,-1,0,278,0,0
HIST-00870,DOSING_ADMINISTRATION,2,0,US-West,0.46,1,121,0,0,77,0,0
HIST-00871,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-West,0.07,6,53,-1,0,236,0,0
HIST-00872,DIAGNOSTIC_MONITORING,2,0,US-East,0.289,2,131,-1,0,264,1,0
HIST-00873,ACCESS_REIMBURSEMENT,1,0,US-Central,0.153,0,70,0,0,80,1,0
HIST-00874,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.375,5,224,1,0,209,0,0
HIST-00875,COMPETITIVE_LANDSCAPE,2,1,US-West,0.148,9,372,-1,0,267,1,1
HIST-00876,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.499,3,296,0,0,316,0,0
HIST-00877,CLINICAL_TRIAL_EXPERIENCE,2,1,APAC,0.141,7,162,-1,0,66,0,0
HIST-00878,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.084,1,52,-1,0,132,0,0
HIST-00879,UNMET_NEED,2,0,APAC,0.286,1,190,0,0,192,0,1
HIST-00880,DIAGNOSTIC_MONITORING,2,0,APAC,0.296,0,354,0,0,230,1,0
HIST-00881,DIAGNOSTIC_MONITORING,3,1,US-Central,0.174,4,89,0,0,334,0,0
HIST-00882,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.211,4,383,0,0,277,1,0
HIST-00883,EFFICACY_REAL_WORLD,2,1,US-West,0.183,2,67,0,0,284,1,0
HIST-00884,EFFICACY_REAL_WORLD,2,1,EMEA,0.043,6,169,-1,0,63,0,0
HIST-00885,UNMET_NEED,3,1,US-West,0.137,6,202,0,0,130,0,0
HIST-00886,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.252,3,341,0,0,155,1,0
HIST-00887,EFFICACY_REAL_WORLD,2,0,US-West,0.123,11,29,-1,0,297,0,0
HIST-00888,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.661,3,102,0,0,229,0,0
HIST-00889,DATA_GAP_EVIDENCE_NEED,2,1,APAC,0.075,2,135,-1,0,187,1,0
HIST-00890,SAFETY_TOLERABILITY,2,0,US-East,0.269,2,275,-1,0,181,0,0
HIST-00891,DOSING_ADMINISTRATION,3,0,EMEA,0.267,2,351,-1,1,314,0,0
HIST-00892,DOSING_ADMINISTRATION,2,0,US-Central,0.109,2,353,0,0,174,0,0
HIST-00893,CLINICAL_TRIAL_EXPERIENCE,1,1,EMEA,0.165,4,352,0,0,258,0,0
HIST-00894,GUIDELINES_PRACTICE_PATTERNS,2,1,US-West,0.435,0,181,1,0,174,0,0
HIST-00895,DIAGNOSTIC_MONITORING,1,1,APAC,0.083,0,95,0,0,237,1,0
HIST-00896,DATA_GAP_EVIDENCE_NEED,1,1,US-East,0.109,4,209,1,0,111,1,0
HIST-00897,GUIDELINES_PRACTICE_PATTERNS,3,1,APAC,0.332,8,185,0,0,215,0,1
HIST-00898,DOSING_ADMINISTRATION,1,0,US-Central,0.261,0,25,1,0,181,1,0
HIST-00899,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.076,2,98,0,0,135,0,0
HIST-00900,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-West,0.152,5,20,1,0,332,0,0
HIST-00901,SAFETY_TOLERABILITY,1,1,APAC,0.482,5,139,-1,0,182,0,1
HIST-00902,SAFETY_TOLERABILITY,1,0,US-West,0.284,5,204,1,0,124,1,1
HIST-00903,DATA_GAP_EVIDENCE_NEED,2,1,US-East,0.122,0,263,-1,0,213,0,0
HIST-00904,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-West,0.224,2,146,1,1,221,1,0
HIST-00905,SAFETY_TOLERABILITY,3,0,US-West,0.38,0,332,1,0,225,0,0
HIST-00906,DATA_GAP_EVIDENCE_NEED,2,0,US-West,0.225,5,164,0,0,205,0,0
HIST-00907,ACCESS_REIMBURSEMENT,3,0,US-Central,0.355,4,186,0,0,262,0,0
HIST-00908,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.101,8,154,0,0,165,1,0
HIST-00909,CLINICAL_TRIAL_EXPERIENCE,3,1,US-West,0.142,2,209,0,0,171,0,1
HIST-00910,DIAGNOSTIC_MONITORING,2,1,US-West,0.269,7,299,-1,0,227,0,0
HIST-00911,DIAGNOSTIC_MONITORING,3,0,APAC,0.456,5,70,0,0,69,1,0
HIST-00912,EFFICACY_REAL_WORLD,3,0,EMEA,0.4,4,265,1,0,287,0,0
HIST-00913,CLINICAL_TRIAL_EXPERIENCE,1,0,APAC,0.441,11,262,-1,0,159,1,0
HIST-00914,UNMET_NEED,2,0,US-Central,0.434,1,195,0,0,274,0,0
HIST-00915,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.404,3,369,1,0,51,1,0
HIST-00916,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.176,2,232,0,0,238,1,0
HIST-00917,DOSING_ADMINISTRATION,2,0,US-Central,0.291,1,297,0,0,336,0,1
HIST-00918,DIAGNOSTIC_MONITORING,1,1,US-West,0.328,11,78,-1,0,289,1,1
HIST-00919,DOSING_ADMINISTRATION,2,0,EMEA,0.111,6,166,0,0,297,1,0
HIST-00920,DATA_GAP_EVIDENCE_NEED,2,1,US-Central,0.17,2,370,0,0,249,1,0
HIST-00921,SAFETY_TOLERABILITY,3,1,US-Central,0.335,0,216,0,0,171,1,0
HIST-00922,COMPETITIVE_LANDSCAPE,3,0,US-East,0.253,2,38,0,0,137,1,0
HIST-00923,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.245,8,80,0,0,223,1,0
HIST-00924,DOSING_ADMINISTRATION,2,0,US-Central,0.288,6,223,0,0,160,1,0
HIST-00925,EFFICACY_REAL_WORLD,1,1,US-East,0.378,1,31,-1,0,247,0,0
HIST-00926,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.06,4,313,-1,0,154,0,0
HIST-00927,DATA_GAP_EVIDENCE_NEED,3,0,APAC,0.396,1,192,-1,0,150,0,0
HIST-00928,SAFETY_TOLERABILITY,2,0,US-East,0.127,2,25,0,1,340,1,0
HIST-00929,UNMET_NEED,2,1,EMEA,0.189,2,112,1,0,234,0,0
HIST-00930,EFFICACY_REAL_WORLD,2,0,APAC,0.254,0,6,0,1,121,1,0
HIST-00931,DATA_GAP_EVIDENCE_NEED,1,1,US-West,0.804,1,109,0,0,205,1,1
HIST-00932,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.328,0,258,0,0,45,0,0
HIST-00933,PATIENT_SELECTION_POSITIONING,2,1,APAC,0.469,0,364,0,0,75,0,0
HIST-00934,DOSING_ADMINISTRATION,2,0,US-Central,0.554,1,121,0,0,210,0,0
HIST-00935,GUIDELINES_PRACTICE_PATTERNS,3,0,US-East,0.203,9,230,-1,0,197,0,0
HIST-00936,SAFETY_TOLERABILITY,2,0,US-West,0.138,5,85,0,0,248,0,0
HIST-00937,DIAGNOSTIC_MONITORING,1,0,EMEA,0.223,1,333,-1,0,94,0,0
HIST-00938,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.173,3,12,-1,0,130,0,0
HIST-00939,COMPETITIVE_LANDSCAPE,2,0,APAC,0.316,6,185,-1,0,113,0,0
HIST-00940,DIAGNOSTIC_MONITORING,2,1,US-East,0.241,0,103,-1,0,113,1,0
HIST-00941,ACCESS_REIMBURSEMENT,3,0,APAC,0.142,6,40,1,0,197,1,0
HIST-00942,CLINICAL_TRIAL_EXPERIENCE,1,1,EMEA,0.335,3,149,0,0,285,0,1
HIST-00943,UNMET_NEED,2,0,APAC,0.082,3,131,-1,0,218,0,0
HIST-00944,PATIENT_SELECTION_POSITIONING,3,0,US-Central,0.277,0,241,-1,0,187,0,0
HIST-00945,ACCESS_REIMBURSEMENT,3,0,US-East,0.246,0,282,0,0,110,0,0
HIST-00946,GUIDELINES_PRACTICE_PATTERNS,1,1,US-East,0.431,2,346,-1,0,152,0,0
HIST-00947,UNMET_NEED,3,0,US-West,0.238,2,149,-1,0,355,0,0
HIST-00948,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.255,9,66,1,0,134,0,0
HIST-00949,ACCESS_REIMBURSEMENT,3,0,US-West,0.039,1,275,-1,0,149,0,0
HIST-00950,DIAGNOSTIC_MONITORING,2,0,US-East,0.317,0,227,-1,0,131,1,0
HIST-00951,SAFETY_TOLERABILITY,2,0,US-East,0.037,8,46,-1,0,248,0,0
HIST-00952,DATA_GAP_EVIDENCE_NEED,3,0,APAC,0.285,2,335,0,0,164,0,0
HIST-00953,CLINICAL_TRIAL_EXPERIENCE,2,1,US-Central,0.237,0,335,0,0,259,1,0
HIST-00954,COMPETITIVE_LANDSCAPE,3,0,US-Central,0.395,3,258,0,0,243,1,0
HIST-00955,EFFICACY_REAL_WORLD,1,0,EMEA,0.118,1,243,0,0,304,1,0
HIST-00956,DIAGNOSTIC_MONITORING,3,0,APAC,0.107,0,363,0,0,237,1,0
HIST-00957,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.137,7,205,0,1,165,1,0
HIST-00958,DATA_GAP_EVIDENCE_NEED,1,1,EMEA,0.129,2,102,0,0,130,1,0
HIST-00959,UNMET_NEED,1,1,EMEA,0.143,6,178,-1,0,189,1,0
HIST-00960,SAFETY_TOLERABILITY,1,0,APAC,0.067,7,142,1,0,181,1,0
HIST-00961,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-East,0.178,0,37,0,0,227,1,0
HIST-00962,PATIENT_SELECTION_POSITIONING,1,0,US-West,0.341,1,317,1,0,122,0,0
HIST-00963,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.303,4,63,-1,0,211,0,0
HIST-00964,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.459,2,24,1,0,143,0,1
HIST-00965,CLINICAL_TRIAL_EXPERIENCE,1,1,US-East,0.138,1,72,0,0,220,1,0
HIST-00966,DIAGNOSTIC_MONITORING,3,0,EMEA,0.655,3,265,0,0,103,0,0
HIST-00967,ACCESS_REIMBURSEMENT,2,0,US-Central,0.338,3,10,0,0,253,1,0
HIST-00968,DOSING_ADMINISTRATION,3,0,APAC,0.188,2,302,0,0,210,0,1
HIST-00969,ACCESS_REIMBURSEMENT,2,1,US-East,0.258,5,106,-1,0,193,0,0
HIST-00970,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.168,5,178,-1,0,135,1,0
HIST-00971,COMPETITIVE_LANDSCAPE,2,0,EMEA,0.617,0,100,0,0,106,0,1
HIST-00972,ACCESS_REIMBURSEMENT,1,1,US-East,0.181,5,320,0,0,239,0,0
HIST-00973,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-Central,0.246,2,237,-1,0,260,1,0
HIST-00974,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.264,4,345,-1,0,79,1,0
HIST-00975,DIAGNOSTIC_MONITORING,2,0,US-East,0.196,0,399,0,0,213,1,0
HIST-00976,COMPETITIVE_LANDSCAPE,2,0,US-East,0.378,7,356,0,0,287,0,0
HIST-00977,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.136,0,71,-1,0,223,1,0
HIST-00978,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.236,6,148,0,0,150,0,0
HIST-00979,DOSING_ADMINISTRATION,1,1,US-West,0.19,1,303,0,0,105,0,0
HIST-00980,DATA_GAP_EVIDENCE_NEED,3,0,APAC,0.182,3,243,0,0,281,0,1
HIST-00981,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-East,0.344,0,200,0,0,300,0,0
HIST-00982,DATA_GAP_EVIDENCE_NEED,1,0,US-West,0.497,7,42,-1,0,224,1,0
HIST-00983,ACCESS_REIMBURSEMENT,2,0,EMEA,0.364,9,107,0,0,185,1,0
HIST-00984,ACCESS_REIMBURSEMENT,2,0,APAC,0.072,0,284,1,0,251,1,0
HIST-00985,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-Central,0.35,5,190,1,0,259,0,1
HIST-00986,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.381,0,366,0,0,285,0,0
HIST-00987,SAFETY_TOLERABILITY,3,1,EMEA,0.165,2,379,-1,0,249,1,0
HIST-00988,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.28,0,95,0,0,135,1,0
HIST-00989,ACCESS_REIMBURSEMENT,2,0,US-East,0.292,2,338,0,0,200,0,0
HIST-00990,COMPETITIVE_LANDSCAPE,3,1,US-West,0.136,1,247,-1,0,207,0,0
HIST-00991,DIAGNOSTIC_MONITORING,1,0,EMEA,0.646,3,131,0,0,182,0,1
HIST-00992,COMPETITIVE_LANDSCAPE,3,0,US-West,0.279,1,111,-1,0,272,1,0
HIST-00993,SAFETY_TOLERABILITY,3,0,US-Central,0.157,2,234,-1,0,336,0,0
HIST-00994,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.334,3,224,-1,0,225,1,0
HIST-00995,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.412,3,170,-1,1,173,1,1
HIST-00996,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.278,2,150,0,0,158,0,0
HIST-00997,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.632,4,5,0,1,77,0,1
HIST-00998,DOSING_ADMINISTRATION,3,0,APAC,0.588,5,332,0,0,258,0,1
HIST-00999,DATA_GAP_EVIDENCE_NEED,2,1,US-East,0.159,5,237,-1,0,138,0,0
HIST-01000,PATIENT_SELECTION_POSITIONING,2,1,APAC,0.14,5,341,0,0,263,1,0
HIST-01001,COMPETITIVE_LANDSCAPE,2,0,APAC,0.284,4,158,-1,0,169,0,0
HIST-01002,COMPETITIVE_LANDSCAPE,3,1,US-West,0.257,0,103,-1,0,234,1,1
HIST-01003,SAFETY_TOLERABILITY,3,0,US-Central,0.255,0,30,-1,0,199,1,0
HIST-01004,ACCESS_REIMBURSEMENT,3,1,US-Central,0.541,2,303,0,0,311,1,0
HIST-01005,SAFETY_TOLERABILITY,2,0,EMEA,0.205,3,293,-1,0,212,0,0
HIST-01006,DOSING_ADMINISTRATION,1,0,EMEA,0.016,2,256,-1,0,79,0,0
HIST-01007,CLINICAL_TRIAL_EXPERIENCE,2,1,US-West,0.161,0,260,0,0,290,0,0
HIST-01008,DATA_GAP_EVIDENCE_NEED,3,1,US-Central,0.423,1,240,1,0,252,1,0
HIST-01009,UNMET_NEED,3,0,APAC,0.459,10,76,0,0,280,1,0
HIST-01010,EFFICACY_REAL_WORLD,2,0,US-West,0.344,1,142,-1,0,128,0,0
HIST-01011,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-East,0.128,4,84,0,0,194,0,0
HIST-01012,DOSING_ADMINISTRATION,2,0,US-East,0.125,3,179,-1,0,255,1,0
HIST-01013,UNMET_NEED,1,1,APAC,0.232,2,46,0,0,156,0,1
HIST-01014,CLINICAL_TRIAL_EXPERIENCE,1,1,US-West,0.214,2,166,-1,0,247,1,0
HIST-01015,DIAGNOSTIC_MONITORING,2,0,EMEA,0.334,0,13,-1,1,208,0,0
HIST-01016,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.403,1,186,0,0,188,1,0
HIST-01017,SAFETY_TOLERABILITY,3,1,APAC,0.049,0,82,1,0,213,0,0
HIST-01018,PATIENT_SELECTION_POSITIONING,2,0,US-East,0.041,1,36,1,0,229,0,0
HIST-01019,CLINICAL_TRIAL_EXPERIENCE,2,0,EMEA,0.304,1,310,-1,1,260,0,1
HIST-01020,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.55,3,159,-1,0,200,0,1
HIST-01021,GUIDELINES_PRACTICE_PATTERNS,3,0,EMEA,0.1,0,279,-1,1,206,0,0
HIST-01022,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.344,3,260,0,0,169,1,0
HIST-01023,DIAGNOSTIC_MONITORING,2,0,US-Central,0.129,4,348,-1,0,313,1,0
HIST-01024,DATA_GAP_EVIDENCE_NEED,3,0,APAC,0.379,0,114,-1,0,298,0,0
HIST-01025,DOSING_ADMINISTRATION,3,0,EMEA,0.737,1,293,0,0,177,0,0
HIST-01026,COMPETITIVE_LANDSCAPE,2,0,US-Central,0.204,0,211,-1,0,156,0,0
HIST-01027,COMPETITIVE_LANDSCAPE,2,0,APAC,0.529,4,91,-1,0,137,0,0
HIST-01028,PATIENT_SELECTION_POSITIONING,3,0,APAC,0.395,3,299,-1,0,183,1,0
HIST-01029,ACCESS_REIMBURSEMENT,1,1,EMEA,0.014,0,236,0,0,215,0,0
HIST-01030,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-Central,0.418,3,171,1,0,171,1,0
HIST-01031,CLINICAL_TRIAL_EXPERIENCE,1,0,EMEA,0.409,2,261,0,0,339,0,1
HIST-01032,DATA_GAP_EVIDENCE_NEED,3,0,US-Central,0.17,11,278,-1,0,92,0,0
HIST-01033,UNMET_NEED,2,0,US-West,0.303,0,209,0,0,276,0,0
HIST-01034,ACCESS_REIMBURSEMENT,2,0,US-East,0.255,1,51,0,0,239,0,0
HIST-01035,ACCESS_REIMBURSEMENT,2,0,US-East,0.146,2,142,1,0,210,0,0
HIST-01036,DOSING_ADMINISTRATION,1,0,EMEA,0.219,7,151,-1,0,114,0,0
HIST-01037,ACCESS_REIMBURSEMENT,3,0,US-East,0.12,9,329,0,0,195,0,0
HIST-01038,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.249,0,204,-1,0,331,1,0
HIST-01039,SAFETY_TOLERABILITY,3,0,EMEA,0.38,3,291,0,1,84,0,0
HIST-01040,COMPETITIVE_LANDSCAPE,3,0,US-East,0.177,6,209,-1,0,290,1,0
HIST-01041,COMPETITIVE_LANDSCAPE,3,0,US-Central,0.18,2,359,1,0,259,0,0
HIST-01042,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-Central,0.312,0,322,-1,0,227,1,1
HIST-01043,UNMET_NEED,2,0,US-East,0.052,1,299,-1,0,210,1,0
HIST-01044,UNMET_NEED,2,1,US-West,0.134,0,289,1,0,106,1,0
HIST-01045,CLINICAL_TRIAL_EXPERIENCE,1,0,US-Central,0.093,3,372,-1,0,247,1,1
HIST-01046,GUIDELINES_PRACTICE_PATTERNS,3,0,US-East,0.514,2,365,0,0,148,0,0
HIST-01047,EFFICACY_REAL_WORLD,3,0,EMEA,0.223,2,64,-1,0,207,0,0
HIST-01048,UNMET_NEED,2,1,US-West,0.02,9,103,0,0,227,1,0
HIST-01049,EFFICACY_REAL_WORLD,3,1,US-West,0.559,11,202,0,0,150,0,1
HIST-01050,ACCESS_REIMBURSEMENT,2,0,APAC,0.019,1,180,0,0,85,1,0
HIST-01051,COMPETITIVE_LANDSCAPE,1,0,US-Central,0.292,3,330,1,0,199,1,0
HIST-01052,SAFETY_TOLERABILITY,1,1,US-Central,0.33,0,104,-1,0,243,0,0
HIST-01053,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.206,1,41,0,0,216,0,0
HIST-01054,DIAGNOSTIC_MONITORING,2,0,US-Central,0.239,0,399,0,0,274,0,0
HIST-01055,CLINICAL_TRIAL_EXPERIENCE,2,1,US-Central,0.247,0,120,1,0,329,0,0
HIST-01056,DOSING_ADMINISTRATION,2,0,US-West,0.131,2,256,-1,0,133,1,0
HIST-01057,COMPETITIVE_LANDSCAPE,1,0,US-West,0.429,3,136,0,0,164,1,1
HIST-01058,DIAGNOSTIC_MONITORING,2,0,US-West,0.458,1,382,1,0,347,1,0
HIST-01059,EFFICACY_REAL_WORLD,1,1,US-West,0.127,0,368,0,0,179,1,0
HIST-01060,CLINICAL_TRIAL_EXPERIENCE,2,1,US-West,0.137,4,33,-1,0,227,1,1
HIST-01061,ACCESS_REIMBURSEMENT,3,0,US-Central,0.227,3,333,0,0,150,0,0
HIST-01062,GUIDELINES_PRACTICE_PATTERNS,3,0,APAC,0.2,10,141,1,0,191,0,1
HIST-01063,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.194,0,380,0,0,110,0,0
HIST-01064,PATIENT_SELECTION_POSITIONING,1,1,EMEA,0.445,1,124,-1,0,180,1,1
HIST-01065,DOSING_ADMINISTRATION,3,0,US-West,0.165,1,253,-1,0,252,0,0
HIST-01066,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.335,5,397,-1,0,370,1,0
HIST-01067,PATIENT_SELECTION_POSITIONING,2,0,US-Central,0.507,8,354,0,0,79,0,1
HIST-01068,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-Central,0.604,1,305,-1,0,361,0,1
HIST-01069,EFFICACY_REAL_WORLD,2,0,APAC,0.288,5,66,0,0,37,0,0
HIST-01070,EFFICACY_REAL_WORLD,2,0,EMEA,0.416,0,323,1,0,283,1,0
HIST-01071,GUIDELINES_PRACTICE_PATTERNS,1,0,US-East,0.694,0,189,0,0,68,1,1
HIST-01072,COMPETITIVE_LANDSCAPE,2,1,APAC,0.27,5,96,1,0,216,0,0
HIST-01073,EFFICACY_REAL_WORLD,3,0,US-West,0.486,9,32,-1,0,234,1,0
HIST-01074,ACCESS_REIMBURSEMENT,2,1,APAC,0.16,0,110,0,0,212,0,0
HIST-01075,CLINICAL_TRIAL_EXPERIENCE,2,0,US-Central,0.339,8,367,1,0,130,0,0
HIST-01076,DIAGNOSTIC_MONITORING,2,0,US-East,0.252,2,362,-1,0,102,1,0
